Source,Target,Weight
Gawker,Lifeboat,2215
MuslimDirectory,Vodafone,2
126,xat,43
AstroPID,Duowan,1
Lifeboat,MPGH,17924
Dodonew,Yahoo,1904
GTAGaming,VBulletin,1349
ClixSense,Neteller,23444
GamerzPlanet,MinecraftPocketEditionForum,241
Win7Vista,xat,2550
ArmyForceOnline,MPGH,11556
IGF,Solomid,6
BattlefieldHeroes,xat,2
MoDaCo,SprashivaiRu,410
GamerzPlanet,MuslimDirectory,44
Forbes,PaddyPower,366
AcneOrg,Solomid,4612
Boxee,SumoTorrent,153
AcneOrg,Flashback,106
Aipai,DDO,637
MinecraftPocketEditionForum,SCDailyPhoneSpamList,96
Nulled,Taobao,899
SCDailyPhoneSpamList,Seedpeer,2594
MoneyBookers,VBulletin,7866
GTAGaming,UnrealEngine,1317
LOTR,SCDailyPhoneSpamList,21685
eThekwiniMunicipality,iMesh,987
Avast,R2Games,2805
MySpace,SCDailyPhoneSpamList,5855628
BlueSnapRegpack,NetEase,433
Dominos,SCDailyPhoneSpamList,342
Dodonew,EpicGames,618
PS3Hax,Teracod,125
QatarNationalBank,QuantumBooter,7
Lifeboat,Stratfor,2325
126,Lastfm,10946
HackingTeam,myRepoSpace,4
Flashback,gPotato,887
DDO,Duowan,189
AcneOrg,MoDaCo,1335
BigMoneyJobs,UnrealEngine,8
ClixSense,Verified,66
NetEase,Patreon,6396
MoneyBookers,Nulled,1696
BTSec,BattlefieldHeroes,1
17Media,FFShrine,762
TRAI,WildStar,7
HeroesOfGaia,Interpals,774
AcneOrg,BTSec,7060
NextGenUpdate,ServerPact,1493
SCDailyPhoneSpamList,Spirol,213
DLH,HackForums,1130
126,Aipai,148013
Comcast,mSpy,298
Dropbox,KMRU,5322
17Media,PixelFederation,10
Trillian,myRepoSpace,3524
MajorGeeks,TruckersMP,34
Forbes,myRepoSpace,221
MPGH,iPmart,38907
Taobao,TruckersMP,43
Boxee,R2Games,449
MinecraftWorldMap,Patreon,1766
AcneOrg,Taobao,505
ClixSense,Interpals,9305
ClixSense,QatarNationalBank,307
MinecraftWorldMap,PixelFederation,8
Malwarebytes,MuslimDirectory,2
PokemonCreed,Solomid,391
SCDailyPhoneSpamList,xat,33375
Mac-Torrents,WHMCS,53
GFAN,Verified,40
MoneyBookers,SpecialKSpamList,18794
AndroidForums,BTSec,27868
Lifeboat,QuantumBooter,369
Flashback,Neopets,609
LinkedIn,QuantumBooter,1016
Adobe,Vodafone,6969
MinecraftWorldMap,PS3Hax,307
CivilOnline,Uiggy,9
GTAGaming,Hemmakvall,68
WPT,iDressup,144
EpicGames,TRAI,22
AhaShare,BlueSnapRegpack,5
Adobe,HackForums,56771
Hemmelig,Uiggy,17
HackForums,MuslimDirectory,6
BitTorrent,Sony,3
AcneOrg,CannabisForum,1105
Comcast,Trillian,3158
CivilOnline,StarNet,2
WPT,WildStar,147
Flashback,UnrealEngine,92
FlashFlashRevolution,Sony,55
PaddyPower,Xbox-Scene,1126
DDO,ServerPact,181
HackingTeam,eThekwiniMunicipality,1
TruckersMP,iPmart,775
MyVidster,Trillian,139
PHPFreaks,QatarNationalBank,12
Nival,PixelFederation,49
Seedpeer,iMesh,18167
DLH,VBulletin,1369
HeroesOfNewerth,eThekwiniMunicipality,74
Seedpeer,WildStar,269
COMELEC,Nulled,132
MailRu,uTorrent,2691
LoungeBoard,Mac-Torrents,65
ArmyForceOnline,CrackCommunity,52
FFShrine,Nihonomaru,92889
Duowan,Lookbook,306
HackForums,Plex,514
UnrealEngine,WildStar,14457
Flashback,Gamigo,549
NetEase,ThisHabboForum,5032
BusinessAcumen,CheapAssGamer,647
Bell,WarInc,4
HeroesOfGaia,PokemonCreed,1195
AndroidForums,COMELEC,108
DLH,LOTR,5643
AndroidForums,Xbox-Scene,7223
CannabisForum,PokemonCreed,129
KMRU,Plex,33
FlashFlashRevolution,Leet,11432
StarNet,Yahoo,6
Lastfm,NetEase,521397
AstroPID,HeroesOfNewerth,243
ClixSense,Win7Vista,2572
BitTorrent,Leet,36
Lastfm,StarNet,2867
BitTorrent,gPotato,103
BitTorrent,Seedpeer,129
Boxee,Verified,11
HeroesOfGaia,Lookbook,218
Onverse,ThisHabboForum,1650
LOTR,SpecialKSpamList,22020
NexusMods,Yandex,414
SumoTorrent,iMesh,18953
Nihonomaru,Tianya,7345
ArmyForceOnline,FlashFlashRevolution,3094
BitTorrent,CivilOnline,8
MajorGeeks,WIIUISO,1145
Malwarebytes,SumoTorrent,207
Experian,SkTorrent,8
GameTuts,Xbox-Scene,3771
Malwarebytes,xat,948
SCDailyPhoneSpamList,eThekwiniMunicipality,37
GeekedIn,MPGH,6335
MoneyBookers,SumoTorrent,2644
MinecraftWorldMap,Warframe,438
CivilOnline,iDressup,1283
Tesco,Xbox-Scene,1
Lookbook,Seedpeer,206
Gamigo,MPGH,127322
R2Games,ServerPact,4487
Yahoo,gPotato,2338
Boxee,Neteller,1013
Lookbook,Pokebip,351
LinuxMint,NetEase,1273
Dodonew,xat,4462
Dominos,FlashFlashRevolution,548
FoxyBingo,PHPFreaks,93
PHPFreaks,Win7Vista,376
Lookbook,LoungeBoard,62
Nulled,Solomid,1906
Plex,UnrealEngine,2061
LOTR,Verified,19
CheapAssGamer,Plex,3974
GamerzPlanet,Nihonomaru,27732
Bell,GFAN,6
WHMCS,gPotato,376
AndroidForums,Win7Vista,3192
KMRU,Win7Vista,201
NextGenUpdate,TruckersMP,695
17Media,SCDailyPhoneSpamList,1541
Insanelyi,Lifeboat,489
ModernBusinessSolutions,PS3Hax,17324
Gawker,Plex,5761
Comcast,MPGH,271
MyVidster,Solomid,4
Interpals,Xbox-Scene,738
FlashFlashRevolution,Plex,1451
Teracod,xat,802
BlueSnapRegpack,MuslimDirectory,1
AcneOrg,Uiggy,584
Gamigo,Spirol,6
LinuxMint,OwnedCore,1071
NetEase,Win7Vista,5165
Lastfm,Nihonomaru,168741
Hemmelig,QuantumBooter,6
Aternos,Stratfor,31
MinecraftPocketEditionForum,Trillian,89
Dodonew,Nival,821
Forbes,LinuxMint,1231
HeroesOfNewerth,WIIUISO,15187
126,FlashFlashRevolution,21
Boxee,GamerzPlanet,1648
Malwarebytes,WPT,58
FlashFlashRevolution,Trillian,22294
Comcast,MangaTraders,162
Comcast,Xbox-Scene,1111
MinecraftWorldMap,SCDailyPhoneSpamList,404
BusinessAcumen,WIIUISO,16
DDO,MySpace,538481
17Media,myRepoSpace,1105
Neteller,StarNet,44
Lookbook,Sony,36
Tumblr,VBulletin,31644
Dodonew,WPT,353
Seedpeer,Verified,23
NexusMods,WIIUISO,30522
PHPFreaks,PSX-Scene,5829
FoxyBingo,GameTuts,246
ArmyForceOnline,BattlefieldHeroes,1
MailRu,MangaTraders,1228
Insanelyi,PHPFreaks,598
Onverse,Solomid,408
Boxee,Nulled,83
MajorGeeks,MangaTraders,1071
FFShrine,Neteller,2063
ArmyForceOnline,MuslimDirectory,105
NetEase,WarInc,12712
Boxee,Mac-Torrents,3422
AcneOrg,WarInc,550
Spirol,iPmart,11
Neteller,Spirol,38
FlashFlashRevolution,MoDaCo,3656
Solomid,Trillian,4961
GameTuts,MySpace,159697
PS3Hax,PokemonCreed,337
Avast,Solomid,14290
Win7Vista,XSplit,2718
EpicGames,HackingTeam,3
ArmyForceOnline,Lifeboat,36746
Hemmelig,Stratfor,26
NextGenUpdate,Patreon,5963
Adobe,NetEase,1678246
GeekedIn,NextGenUpdate,1894
LoungeBoard,MoneyBookers,401
LinkedIn,Vodafone,6942
FoxyBingo,myRepoSpace,27
Boxee,Seedpeer,206
BlueSnapRegpack,Experian,1141
MoDaCo,Plex,10043
AstroPID,Leet,13
CannabisForum,iMesh,12236
Adobe,WPT,14942
MoDaCo,WIIUISO,7480
Stratfor,Trillian,5730
Avast,ServerPact,17
Experian,GFAN,382
Taobao,Warframe,2216
GFAN,PHPFreaks,2532
MailRu,MinecraftWorldMap,77
PS3Hax,SumoTorrent,1178
BTSec,R2Games,54627
MajorGeeks,MinecraftWorldMap,99
Boxee,eThekwiniMunicipality,1
LizardSquad,MySpace,1054
Dropbox,Snapchat,1
BigMoneyJobs,Dominos,3
VK,Xbox-Scene,2254
NexusMods,iDressup,2066
DLH,Teracod,557
Hemmelig,Minefield,1
HackForums,Interpals,947
GTAGaming,Mac-Torrents,479
BitTorrent,Trillian,1254
126,17Media,21531
QatarNationalBank,WPT,1
LizardSquad,SprashivaiRu,14
Flashback,R2Games,466
Leet,Onverse,13455
COMELEC,Dropbox,7652
Adobe,Tumblr,8379585
Boxee,Solomid,1607
MPGH,NetEase,35583
Patreon,Sony,78
PokemonCreed,Win7Vista,31
MailRu,mSpy,517
Lifeboat,Uiggy,4477
FoxyBingo,TruckersMP,7
Patreon,mSpy,592
MPGH,PHPFreaks,3407
Solomid,TRAI,2
DLH,iMesh,22015
AstroPID,myRepoSpace,34
SCDailyPhoneSpamList,Warframe,1063
Neopets,Solomid,12562
Comcast,uTorrent,160
ThisHabboForum,Uiggy,1212
PokemonCreed,Taobao,262
IGF,Tianya,5
FlashFlashRevolution,iMesh,79309
HackingTeam,Xbox-Scene,6
Lifeboat,Lookbook,1604
ServerPact,Warframe,555
Boxee,Gawker,4117
SkTorrent,Solomid,66
Interpals,Neopets,82194
Duowan,SkTorrent,2
Avast,WHMCS,160
Sony,WPT,26
HeroesOfNewerth,Plex,7776
Hemmelig,iMesh,1743
BattlefieldHeroes,Lastfm,18
GTAGaming,Stratfor,116
FoxyBingo,PS3Hax,205
Neopets,Patreon,31777
GamerzPlanet,TRAI,44
Flashback,PS3Hax,209
HeroesOfNewerth,Trillian,90612
17Media,Comcast,3
AhaShare,TruckersMP,16
MyVidster,uTorrent,27
Forbes,MoneyBookers,2685
BigMoneyJobs,Lookbook,4
QuantumBooter,ServerPact,286
Lifeboat,uTorrent,490
Experian,Seedpeer,396
MinecraftPocketEditionForum,NetEase,92
GamerzPlanet,GeekedIn,1618
Rambler,Vodafone,1
Lookbook,MoDaCo,5548
LOTR,Stratfor,1779
Rambler,XSplit,4319
CrackCommunity,HeroesOfGaia,20
BitTorrent,PixelFederation,1
ServerPact,WIIUISO,268
AcneOrg,Win7Vista,181
DDO,PS3Hax,4135
CrackCommunity,MoDaCo,140
Solomid,Uiggy,538
CheapAssGamer,Win7Vista,670
Dominos,Pokebip,2804
AstroPID,TruckersMP,5
Neopets,Trillian,86347
AhaShare,CheapAssGamer,426
PS3Hax,WHMCS,329
COMELEC,Dodonew,168
BTSec,Flashback,779
Sony,xat,100
DLH,FoxyBingo,84
MoneyBookers,QuantumBooter,201
TRAI,uTorrent,133
GTAGaming,Minefield,356
SpecialKSpamList,VK,16452
ServerPact,Yahoo,13
COMELEC,SkTorrent,5
IGF,R2Games,5
Mac-Torrents,R2Games,659
MuslimDirectory,Nulled,27
CrackCommunity,Neopets,346
Lifeboat,SumoTorrent,501
MinecraftWorldMap,uTorrent,158
Duowan,Lastfm,11733
LinkedIn,PaddyPower,90249
Avast,CannabisForum,916
Nulled,SCDailyPhoneSpamList,671
BTSec,BlackHatWorld,22912
Mac-Torrents,Vodafone,13
Neopets,Verified,62
BlueSnapRegpack,Interpals,59
KMRU,LOTR,84
Lifeboat,Neopets,54824
Solomid,myRepoSpace,203
GFAN,Lookbook,5681
BTSec,LinuxMint,5491
COMELEC,Experian,232
Gawker,Taobao,662
CannabisForum,Pokebip,49
AndroidForums,PS3Hax,5667
HackingTeam,Malwarebytes,13
Hemmakvall,PokemonCreed,4
Aternos,Vodafone,3
BlackHatWorld,MinecraftPocketEditionForum,199
Leet,iDressup,17284
Hemmakvall,xat,41
17Media,FoxyBingo,97
VK,iMesh,208754
GFAN,QuantumBooter,90
CheapAssGamer,LinkedIn,49379
Pokebip,Yahoo,27
Gamigo,Lifeboat,8476
Minefield,PS3Hax,244
Spirol,Stratfor,60
CivilOnline,Nival,129
GTAGaming,Win7Vista,472
Dropbox,HeroesOfNewerth,509518
AndroidForums,CheapAssGamer,7567
Insanelyi,Xbox-Scene,1162
Interpals,TruckersMP,307
GTAGaming,Lastfm,16845
PaddyPower,eThekwiniMunicipality,16
Gawker,LinkedIn,135238
LinuxMint,VK,1623
Experian,OwnedCore,1848
Spirol,iDressup,1
DLH,Plex,1844
Nival,PaddyPower,80
OwnedCore,iMesh,47503
Lastfm,MoneyBookers,245076
Tianya,Vodafone,14
HackForums,LOTR,1096
Gawker,KMRU,64
000webhost,Lifeboat,23594
KMRU,mSpy,77
DDO,HackingTeam,6
BTSec,WIIUISO,9544
Adobe,PixelFederation,2577
WildStar,uTorrent,1174
BusinessAcumen,VK,11
NextGenUpdate,PixelFederation,28
CannabisForum,Neopets,8186
Gamigo,IGF,1
Experian,PaddyPower,408
PS3Hax,Sony,15
Adobe,Win7Vista,72048
Sony,gPotato,36
LinuxMint,Malwarebytes,834
Bell,uTorrent,2
Teracod,myRepoSpace,42
Nihonomaru,mSpy,654
AstroPID,ClixSense,137
FoxyBingo,HackingTeam,5
KMRU,PSX-Scene,37
PSX-Scene,myRepoSpace,1587
EpicGames,SprashivaiRu,60
DLH,xat,29319
Sony,uTorrent,16
Forbes,Tumblr,105061
HackForums,Onverse,312
MuslimDirectory,ThisHabboForum,66
Hemmelig,Win7Vista,24
Lastfm,NextGenUpdate,140476
PSX-Scene,Yandex,11
ModernBusinessSolutions,Taobao,4084
EpicGames,NextGenUpdate,8055
Avast,Lookbook,5151
Seedpeer,ServerPact,32
MySpace,Warframe,37700
NexusMods,PokemonCreed,3413
WHMCS,iDressup,100
LizardSquad,Neopets,298
BTSec,Spirol,19
GamerzPlanet,Leet,4085
000webhost,FFShrine,15367
FlashFlashRevolution,Solomid,8699
BTSec,Malwarebytes,2692
FlashFlashRevolution,Minefield,511
Forbes,Uiggy,1448
Dominos,Tianya,358
DLH,Neopets,20413
Tesco,gPotato,2
BusinessAcumen,Patreon,3
Aipai,Win7Vista,762
BigMoneyJobs,Yahoo,134
MyVidster,Taobao,55
Neteller,Solomid,1034
GameTuts,gPotato,3069
Avast,Pokebip,401
Duowan,Plex,23
FoxyBingo,TRAI,1
FlashFlashRevolution,QatarNationalBank,66
Lastfm,LoungeBoard,4100
Boxee,OwnedCore,6080
Interpals,iMesh,93453
AndroidForums,SkTorrent,96
FFShrine,MajorGeeks,2057
MuslimDirectory,Win7Vista,30
Xbox-Scene,uTorrent,2892
HackingTeam,Uiggy,3
MoneyBookers,iMesh,175791
PSX-Scene,Tianya,491
GTAGaming,Malwarebytes,216
FoxyBingo,Teracod,1
LizardSquad,Warframe,65
Solomid,Xbox-Scene,476
Dropbox,WIIUISO,56830
Adobe,Teracod,4819
Boxee,SCDailyPhoneSpamList,1512
Lookbook,UnrealEngine,233
000webhost,Taobao,25222
Boxee,PaddyPower,136
Plex,iMesh,5589
000webhost,COMELEC,1476
PaddyPower,Tianya,657
BattlefieldHeroes,LinkedIn,6
CannabisForum,Yahoo,858
CrackCommunity,myRepoSpace,49
FoxyBingo,WPT,13
Neopets,PixelFederation,270
LOTR,mSpy,740
GamerzPlanet,myRepoSpace,2479
Lastfm,NexusMods,673815
Aternos,Flashback,1
WildStar,eThekwiniMunicipality,14
BitTorrent,MySpace,4326
NexusMods,Vodafone,384
HeroesOfNewerth,Tesco,2
GameTuts,Gawker,875
CivilOnline,Nihonomaru,2797
MinecraftWorldMap,Nulled,397
TRAI,Xbox-Scene,4
BlueSnapRegpack,Dropbox,12610
BigMoneyJobs,MuslimDirectory,3
Mac-Torrents,SkTorrent,43
DDO,Warframe,5013
LinkedIn,TruckersMP,1091
Insanelyi,Rambler,52
CivilOnline,SkTorrent,30
GFAN,Mac-Torrents,2831
GamerzPlanet,WildStar,6144
Neopets,Tianya,39838
CrackCommunity,iMesh,667
Rambler,Spirol,2
Gawker,ThisHabboForum,270
Aternos,Lifeboat,61935
Lastfm,LinkedIn,4758288
BigMoneyJobs,MoneyBookers,75
BlackHatWorld,Warframe,342
Neopets,Uiggy,17975
Warframe,mSpy,56
GFAN,Rambler,88
Patreon,XSplit,48131
BlackHatWorld,Spirol,3
ModernBusinessSolutions,Plex,10253
AstroPID,GeekedIn,16
LoungeBoard,XSplit,4440
BitTorrent,Stratfor,69
MySpace,UnrealEngine,43845
LinkedIn,PS3Hax,29821
Experian,Yahoo,3474
FlashFlashRevolution,ModernBusinessSolutions,33870
TRAI,VK,170
HeroesOfGaia,Leet,2010
Experian,NexusMods,8171
Patreon,eThekwiniMunicipality,21
AcneOrg,MangaTraders,1548
MoDaCo,iDressup,348
Yandex,uTorrent,331
HeroesOfNewerth,LizardSquad,472
GeekedIn,MinecraftPocketEditionForum,26
AndroidForums,TruckersMP,89
ArmyForceOnline,ModernBusinessSolutions,25488
Mac-Torrents,Neopets,933
PSX-Scene,Verified,19
MinecraftPocketEditionForum,ServerPact,62
BlueSnapRegpack,GamerzPlanet,18
NetEase,iMesh,232681
MajorGeeks,Solomid,337
DDO,GeekedIn,3604
ArmyForceOnline,VK,13662
Minefield,Neteller,401
HackForums,Pokebip,131
Dominos,TRAI,7
AcneOrg,Onverse,613
000webhost,Onverse,8595
DLH,iDressup,792
17Media,eThekwiniMunicipality,2
LOTR,Onverse,1828
MoneyBookers,SprashivaiRu,147
AcneOrg,Spirol,4
LinuxMint,PaddyPower,147
GTAGaming,iPmart,3249
Duowan,Uiggy,22
Patreon,Pokebip,837
Adobe,BTSec,812724
COMELEC,Duowan,5
DLH,Malwarebytes,595
PHPFreaks,VK,1151
HeroesOfNewerth,LOTR,72027
AhaShare,MuslimDirectory,17
Insanelyi,Warframe,201
AcneOrg,SCDailyPhoneSpamList,5950
Gamigo,Onverse,15668
Experian,WHMCS,116
MyVidster,Plex,19
FoxyBingo,uTorrent,124
Experian,PS3Hax,961
Dominos,GamerzPlanet,327
Avast,Nulled,218
QatarNationalBank,eThekwiniMunicipality,11
HeroesOfNewerth,Neopets,250661
COMELEC,OwnedCore,68
Adobe,SumoTorrent,37497
Solomid,Taobao,732
17Media,FlashFlashRevolution,1322
126,HeroesOfGaia,8
BlackHatWorld,TRAI,114
000webhost,Insanelyi,6067
PHPFreaks,Yandex,1
HeroesOfNewerth,MajorGeeks,4544
MinecraftWorldMap,Taobao,35
Lastfm,Neopets,1120416
17Media,Uiggy,816
Adobe,Neteller,430425
Neopets,Tumblr,2504836
FFShrine,LizardSquad,70
KMRU,Seedpeer,58
LizardSquad,WIIUISO,101
Aipai,Uiggy,25
Avast,Dropbox,23337
Aipai,GameTuts,266
SumoTorrent,VK,5214
Avast,TruckersMP,62
Tianya,iPmart,5856
Onverse,PixelFederation,31
EpicGames,myRepoSpace,262
Leet,PS3Hax,1268
Aipai,TRAI,1
Aipai,eThekwiniMunicipality,1
AndroidForums,QatarNationalBank,82
MangaTraders,eThekwiniMunicipality,4
Mac-Torrents,Verified,12
LinuxMint,MPGH,1992
126,Solomid,38
DDO,UnrealEngine,6500
GamerzPlanet,Neopets,68283
EpicGames,UnrealEngine,15071
Bell,mSpy,9
Win7Vista,eThekwiniMunicipality,6
HeroesOfGaia,Minefield,130
LizardSquad,gPotato,59
Nulled,iDressup,442
ClixSense,eThekwiniMunicipality,103
Lifeboat,XSplit,5921
MoneyBookers,Neopets,46511
MangaTraders,Minefield,188
Adobe,GamerzPlanet,221928
COMELEC,Taobao,58
MangaTraders,MySpace,187147
GeekedIn,NetEase,24321
Gamigo,PSX-Scene,5233
PaddyPower,QatarNationalBank,63
BigMoneyJobs,LizardSquad,1
Nihonomaru,Pokebip,2368
Plex,Tesco,1
SCDailyPhoneSpamList,iMesh,677369
MuslimDirectory,Nihonomaru,108
Leet,LinkedIn,111327
CannabisForum,mSpy,318
CannabisForum,iPmart,1580
Insanelyi,Leet,336
FoxyBingo,MangaTraders,38
MinecraftWorldMap,Stratfor,63
Leet,MPGH,13010
MoDaCo,Neopets,11811
AstroPID,BTSec,232
MailRu,Sony,40
NetEase,XSplit,47824
BlackHatWorld,HeroesOfNewerth,9425
ServerPact,Xbox-Scene,31
KMRU,xat,193
MangaTraders,VK,15548
Hemmelig,Neteller,636
Interpals,NetEase,21009
BTSec,uTorrent,8219
BTSec,Tumblr,446708
Seedpeer,TRAI,41
LinuxMint,Neteller,751
GFAN,Plex,888
126,AhaShare,7
Lastfm,Spirol,145
BigMoneyJobs,PS3Hax,9
LinuxMint,Plex,2082
HeroesOfNewerth,MailRu,20064
Lastfm,Tesco,129
PixelFederation,PokemonCreed,10
Nihonomaru,Taobao,7836
KMRU,Verified,111
FFShrine,Teracod,123
R2Games,Verified,117
HackingTeam,QuantumBooter,1
Dodonew,SkTorrent,44
CrackCommunity,Duowan,7
CannabisForum,NexusMods,4751
Gamigo,OwnedCore,42680
Comcast,UnrealEngine,117
Avast,VK,3867
NextGenUpdate,Trillian,16068
MinecraftPocketEditionForum,VBulletin,162
AcneOrg,Aipai,209
Boxee,Tesco,1
FoxyBingo,MailRu,222
DDO,KMRU,85
FlashFlashRevolution,LOTR,17745
Gawker,Malwarebytes,993
Bell,BitTorrent,1
Forbes,Trillian,12265
UnrealEngine,WarInc,7116
DLH,Yahoo,327
TRAI,Win7Vista,36
Mac-Torrents,iMesh,2521
GamerzPlanet,SprashivaiRu,389
Insanelyi,WIIUISO,2507
Taobao,WHMCS,282
CannabisForum,R2Games,2040
Dropbox,Yahoo,40740
Lookbook,TruckersMP,12
CrackCommunity,GameTuts,196
AndroidForums,MoneyBookers,4058
DLH,Lastfm,65733
LizardSquad,Yahoo,19
000webhost,Comcast,754
CheapAssGamer,Teracod,23
CrackCommunity,GFAN,435
LoungeBoard,Trillian,1549
FFShrine,GamerzPlanet,7862
GeekedIn,Solomid,956
MoDaCo,NextGenUpdate,10683
AndroidForums,Tesco,5
Duowan,HackForums,18
Gamigo,Minefield,33048
PHPFreaks,Solomid,7508
Lookbook,PHPFreaks,552
AndroidForums,Spirol,11
17Media,MoDaCo,1459
Xbox-Scene,iMesh,13376
BlackHatWorld,Stratfor,700
Aternos,Minefield,456
BlackHatWorld,TruckersMP,96
GameTuts,Nival,1401
GameTuts,MinecraftWorldMap,692
MajorGeeks,Sony,76
MinecraftPocketEditionForum,Patreon,151
MajorGeeks,gPotato,3143
COMELEC,NexusMods,252
MySpace,Tumblr,12208423
CannabisForum,Win7Vista,242
Insanelyi,WarInc,761
BitTorrent,Yandex,2
HeroesOfNewerth,LinkedIn,306191
Dropbox,FoxyBingo,4573
Dominos,Onverse,159
BigMoneyJobs,LinkedIn,20984
Onverse,Tumblr,102090
Bell,QuantumBooter,2
NetEase,iDressup,11368
Insanelyi,PS3Hax,2754
WildStar,Yandex,23
BTSec,KMRU,159
MPGH,Verified,86
LOTR,Tianya,1841
Interpals,Nihonomaru,13532
IGF,Lookbook,80
GFAN,SCDailyPhoneSpamList,1445
PSX-Scene,Solomid,9184
BlackHatWorld,MPGH,19408
AhaShare,DDO,605
PHPFreaks,Stratfor,229
MuslimDirectory,Tianya,134
Onverse,Xbox-Scene,528
17Media,Xbox-Scene,327
MoneyBookers,PokemonCreed,345
Lifeboat,WIIUISO,2339
GTAGaming,NextGenUpdate,5766
LizardSquad,Nihonomaru,129
QuantumBooter,WIIUISO,245
EpicGames,MajorGeeks,1120
Gawker,PixelFederation,12
LinkedIn,WildStar,56048
QuantumBooter,iPmart,220
Duowan,PokemonCreed,27
PS3Hax,SkTorrent,147
Onverse,ServerPact,339
Bell,R2Games,30
GameTuts,Seedpeer,488
AhaShare,SkTorrent,42
Gawker,Tianya,1532
COMELEC,WHMCS,24
QatarNationalBank,Taobao,50
Dodonew,Uiggy,630
LinuxMint,QatarNationalBank,9
AcneOrg,Lifeboat,1294
ArmyForceOnline,Pokebip,1037
NextGenUpdate,myRepoSpace,5331
NetEase,VK,42166
Aternos,MoneyBookers,585
Vodafone,mSpy,12
gPotato,mSpy,524
PS3Hax,Xbox-Scene,10344
Solomid,iPmart,1570
LinuxMint,XSplit,2312
NexusMods,Plex,16026
MoneyBookers,ServerPact,204
AcneOrg,PS3Hax,566
Rambler,iDressup,754
Dominos,Neteller,6709
CrackCommunity,Nihonomaru,1694
Teracod,iDressup,47
Mac-Torrents,MoDaCo,3663
GamerzPlanet,Hemmakvall,31
Taobao,Teracod,16
FFShrine,SkTorrent,146
Lookbook,Nihonomaru,6075
HeroesOfGaia,WHMCS,63
Gawker,Leet,2150
IGF,Tumblr,512
Neteller,WIIUISO,2412
FoxyBingo,SkTorrent,8
Patreon,QuantumBooter,357
BigMoneyJobs,WarInc,10
HeroesOfNewerth,Mac-Torrents,1261
DDO,DLH,10122
IGF,uTorrent,37
Experian,Neopets,65678
IGF,QatarNationalBank,1
Dodonew,WarInc,2348
Taobao,WPT,31
Flashback,Lastfm,9552
CannabisForum,GFAN,721
GeekedIn,uTorrent,1535
Aternos,MyVidster,2
MajorGeeks,Warframe,161
FlashFlashRevolution,NetEase,26211
CrackCommunity,SumoTorrent,65
CivilOnline,xat,636
BusinessAcumen,FlashFlashRevolution,245
NexusMods,xat,53071
WHMCS,myRepoSpace,174
HeroesOfGaia,Solomid,415
MinecraftWorldMap,R2Games,3392
126,Avast,36
Pokebip,VK,909
COMELEC,CannabisForum,26
CheapAssGamer,HackForums,1378
COMELEC,VBulletin,49
17Media,PS3Hax,412
BTSec,CrackCommunity,400
Aternos,CrackCommunity,13
Gawker,Seedpeer,1053
DLH,PokemonCreed,925
Dropbox,uTorrent,43166
Dropbox,Gamigo,321991
BitTorrent,Dropbox,6298
BTSec,ModernBusinessSolutions,216181
WIIUISO,Yahoo,556
CannabisForum,Mac-Torrents,296
Bell,GeekedIn,2
Trillian,WHMCS,3856
DLH,Gamigo,42485
AhaShare,VK,1869
WildStar,iPmart,3933
IGF,myRepoSpace,5
17Media,gPotato,1640
WPT,gPotato,221
BattlefieldHeroes,LoungeBoard,2
LinuxMint,WarInc,749
R2Games,Uiggy,44747
CannabisForum,VBulletin,1031
Leet,QatarNationalBank,224
Duowan,PSX-Scene,221
Malwarebytes,Taobao,49
BlackHatWorld,MyVidster,24
LinkedIn,MangaTraders,47708
BattlefieldHeroes,OwnedCore,3
KMRU,LoungeBoard,8
Lookbook,SkTorrent,62
LizardSquad,OwnedCore,148
DDO,MailRu,2328
QatarNationalBank,Tianya,95
17Media,HackForums,57
CivilOnline,MinecraftPocketEditionForum,15
COMELEC,Teracod,4
AstroPID,Experian,9
126,OwnedCore,173
Hemmelig,LOTR,59
000webhost,MailRu,13958
HackForums,Mac-Torrents,229
DLH,OwnedCore,7150
Patreon,UnrealEngine,12663
BlackHatWorld,MuslimDirectory,45
ClixSense,Tianya,1585
AhaShare,HeroesOfNewerth,1558
AndroidForums,Vodafone,52
WIIUISO,Yandex,2
Boxee,VK,705
17Media,Patreon,950
CivilOnline,ServerPact,41
CrackCommunity,Lastfm,1247
Trillian,Warframe,4077
000webhost,MoneyBookers,37375
TRAI,xat,31
LizardSquad,Rambler,3
CivilOnline,LoungeBoard,24
Nihonomaru,gPotato,58064
Dropbox,Rambler,36781
SpecialKSpamList,Spirol,141
126,ThisHabboForum,3
ModernBusinessSolutions,TRAI,439
Dodonew,Sony,763
Hemmelig,OwnedCore,158
Minefield,QuantumBooter,251
Taobao,iPmart,4077
Interpals,MuslimDirectory,131
AstroPID,Nival,11
Aipai,SumoTorrent,196
000webhost,Duowan,3450
Hemmakvall,Plex,206
LinuxMint,Lookbook,140
Teracod,Trillian,961
SCDailyPhoneSpamList,iDressup,36956
Boxee,PSX-Scene,22716
HackForums,gPotato,2544
BlackHatWorld,MySpace,90585
Experian,Onverse,1913
Interpals,Mac-Torrents,245
Hemmelig,mSpy,20
EpicGames,Forbes,1257
ClixSense,Lookbook,3571
Adobe,BlueSnapRegpack,13866
GameTuts,ServerPact,679
Leet,Vodafone,41
MyVidster,WIIUISO,27
